id_colaborador,nome,id_genero,idade,id_raca,id_formacao,id_estado,tempo_de_casa,id_departamento,id_senioridade,id_regiao,id_faixa_idade,id_faixa_tempo_de_casa
1324,Aldo de Figueira Seixas,1,42,4,2,25,7,1,6,4,4,4
1334,Jean Drui Júnior,1,33,2,4,25,10,8,1,4,3,5
1345,Ariel Regina de Andrade dos Santos,2,24,5,2,25,3,7,5,4,2,2
1358,Bete da Silva Pocrumson,2,34,2,2,25,4,3,2,4,3,3
1360,Omar Juliano de Jesus,1,38,4,2,25,3,5,3,4,3,2
1371,Jair Abuov,1,40,2,5,25,8,4,6,4,3,4
1386,Samara Gilmara de Mendonça Gomes Gusu,2,23,2,5,25,3,7,1,4,2,2
1388,Amarildo Maciel,1,26,2,2,25,7,8,1,4,2,4
1389,Oséas Zemube Beba,1,39,2,2,25,6,8,3,4,3,3
1398,Luzinete Rosatto,2,20,4,5,25,8,5,1,4,1,4
1402,Alfredo Jowiman,1,27,2,2,25,7,5,1,4,2,4
1407,Mário de Sá,1,34,5,2,25,5,9,3,4,3,3
1408,Diogo Fábio Mineiro,1,42,4,2,25,4,9,3,4,4,3
1430,Camila Luiza Uoso,2,47,2,2,25,0,9,6,4,4,1
1453,Sandro Cleberson de Pinheiro dos Santos,1,30,2,4,25,8,1,6,4,2,4
1461,Wellington Valverde,1,38,2,2,25,5,2,1,4,3,3
1469,Zulmira Kátia Schneider Ifemyzo de Guimarães,2,29,4,2,25,5,8,5,4,2,3
1472,Everton do Espírito Santo Eszeman,1,35,2,4,25,4,2,1,4,3,3
1474,Israel de Arantes,1,42,4,1,25,3,1,2,4,4,2
1477,Luís Valter de Andrade Vaz,1,28,4,2,25,8,9,3,4,2,4
1490,Jack Kevin Góis Ozji,1,28,2,2,25,14,8,2,4,2,5
1497,Túlio Kim de Albuquerque,1,23,2,2,25,6,2,2,4,2,3
1503,Domingos Milton da Graça de Alves,1,28,5,3,25,7,1,1,4,2,4
1509,Bartolomeu Denis Osaman de Assunção Iloson,1,37,2,4,25,8,6,5,4,3,4
1528,Mariano Anizov,1,22,2,4,25,8,9,3,4,2,4
1530,Janaína Vânia Mineiro,2,39,4,2,25,6,5,5,4,3,3
1540,Wellington Avelino da Silva de Soares Júnior,1,27,2,2,25,9,8,1,4,2,4
1564,Jackson Paulo Umorneurnman,1,34,5,2,25,0,7,2,4,3,1
1568,Túlio Robea de Souza,1,36,4,2,25,7,2,3,4,3,4
1576,Matheus Bartolomeu de Godoy Terceiro,1,40,2,2,25,6,4,1,4,3,3
1579,Jair de Magalhães Bahia da Silva,1,28,4,1,25,5,1,2,4,2,3
1581,Walter de Souza Raenu,1,21,2,3,25,6,1,3,4,2,3
1582,Edu Vaz de Azevedo,1,19,2,2,25,5,4,2,4,1,3
1583,Roberto Anderson da Costa,1,18,2,2,25,7,3,1,4,1,4
1587,Jairo de Pereira dos Pinhais,1,19,2,1,25,10,5,2,4,1,5
1598,Ana Madalena Barroso,2,27,2,2,25,6,9,2,4,2,3
1600,Baltazar Epacontaz,1,32,5,3,25,8,9,5,4,3,4
1607,Zeca Breno Gemjitoza Teaozov Muennocus,1,44,2,2,25,8,5,2,4,4,4
1638,Geraldo da Silva,1,40,4,2,25,4,4,2,4,3,3
1646,Eliane Sâmia da Silva do Piauí de Pereira,2,45,2,4,25,9,1,1,4,4,4
1652,Meire Paula Amcanenião,2,33,4,2,25,8,1,2,4,3,4
1656,Leo Israel da Silva Tosmepa de Sá,1,26,2,2,25,4,5,1,4,2,3
1666,Demilson Juliano de Toledo,1,30,4,2,25,7,3,1,4,2,4
1669,Rosângela Genir Rosa dos Santos,2,22,2,2,25,3,3,2,4,2,2
1671,Armando da Costa,1,22,4,1,25,3,4,2,4,2,2
1673,Gabriel Nicolau Rangel,1,30,2,6,25,6,8,6,4,2,3
1674,Anderson Sérgio Souto de Sobral Júnior,1,43,2,4,25,5,1,3,4,4,3
1682,Abílio Moacyr de Linhares Fortes,1,47,2,2,25,4,4,1,4,4,3
1684,Marlon de Bezerra,1,32,2,2,25,3,1,6,4,3,2
1698,Osório Gomes Binuer,1,24,2,2,25,10,6,6,4,2,5
1735,Robert dos Santos de Souza Portugal,1,19,4,1,25,5,3,5,4,1,3
1744,Jonathas Negrão de Freitas,1,40,4,4,25,4,5,1,4,3,3
1753,Benedito da Luz de Parreira,1,22,2,2,25,13,6,1,4,2,5
1754,João Mateus Bimo de Siqueira,1,48,2,3,25,11,6,2,4,4,5
1763,Mateus Charles Valente,1,20,2,4,25,4,8,2,4,1,3
1769,Lucas Everton dos Santos,1,27,2,4,25,8,8,5,4,2,4
1782,Rute de Teixeira Daustrez,2,37,4,3,25,8,6,3,4,3,4
1785,Gislaine de Alvim Poyu,2,30,2,5,25,6,4,1,4,2,3
1800,Wally Carlos da Silva Ximenes Júnior,1,34,4,4,25,7,3,1,4,3,4
1808,Adrielle Sheila de Garcia,2,28,4,2,25,6,9,1,4,2,3
1836,Hugo Ederson Orni Castelo,1,43,2,4,25,7,8,1,4,4,4
1837,Luzimara Tainara Fluzveson Elbi,2,33,2,2,25,1,4,2,4,3,2
1839,David de Barbosa,1,20,5,2,25,5,3,3,4,1,3
1853,Iago Mumoco,1,42,2,2,25,5,8,2,4,4,3
1862,Willian de Oliveira,1,33,4,4,25,10,9,1,4,3,5
1863,Pablo Manuel Kowaza Neto,1,20,4,2,25,7,7,1,4,1,4
1866,Estevão Marlon de Cardozo Rosatto dos Santos Neto,1,28,4,2,25,6,8,3,4,2,3
1870,Laerte Fábio de Padilha dos Santos,1,21,4,2,25,9,5,3,4,2,4
1871,Kauê Edinaldo Trirnodo Júnior,1,18,2,2,25,5,7,2,4,1,3
1880,Walderice Ozfrian de Malta,2,24,2,2,25,7,6,2,4,2,4
1881,Junior Fortes,1,22,4,5,25,3,5,2,4,2,2
1894,Lúcio Kaza de Padilha dos Santos,1,35,2,2,25,1,9,1,4,3,2
1945,Eunice Manuela Aenpey,2,20,4,2,25,7,4,2,4,1,4
1953,Tábata Walderice Onlo,2,32,2,2,25,4,6,2,4,3,3
1954,Rodrigo de Meireles Júnior,1,18,5,2,25,4,3,6,4,1,3
1983,Meire Núbia de Moura Edivic Ulte,2,30,4,2,25,9,5,1,4,2,4
1989,Cristiano Amarildo Seubata de Pacheco Ribeiro,1,32,2,2,25,4,5,3,4,3,3
2015,Amélia Pilafo de Souza Zoru,2,27,4,2,25,6,9,1,4,2,3
2025,Robson do Espírito Santo Júnior,1,25,4,2,25,4,5,2,4,2,3
2036,Sara de Ayres,2,27,4,2,25,8,8,2,4,2,4
2048,Isac Iago de Assis Pamifinan,1,37,5,2,25,2,6,6,4,3,2
2068,Luzinete Mercado,2,31,2,3,25,4,8,1,4,3,3
2071,Murilo Osório de Almeida,1,33,4,5,25,10,2,6,4,3,5
2080,Jonathas Fernando de Lemes,1,31,2,2,25,6,1,5,4,3,3
2097,Severino David de Barbosa,1,37,5,2,25,6,7,1,4,3,3
2126,Bóris Dias,1,28,4,3,25,5,6,5,4,2,3
2133,Maria Vanessa Freire da Silva,2,29,2,2,25,2,4,6,4,2,2
2139,Vitor Errirnpei Teles,1,48,2,2,25,1,4,3,4,4,2
2142,Renato Domingos Guedes da Silva Duque,1,35,4,1,25,7,6,2,4,3,4
2144,Liane da Silva,2,43,2,3,25,0,6,1,4,4,1
2147,Joaquim Dionísio Thaeomva de Fernandes,1,32,2,2,25,3,2,5,4,3,2
2158,Charles do Vale Efimfoman Efiaman,1,19,2,1,25,6,7,2,4,1,3
2182,Eric Frias da Silva Júnior,1,31,4,2,25,6,9,2,4,3,3
2186,Nivaldo de Junqueira,1,31,2,2,25,5,8,1,4,3,3
2192,Yasmin da Silva,2,23,2,5,25,11,1,2,4,2,5
2199,Manoel Kari,1,24,4,2,25,3,5,1,4,2,2
2226,Jorge Bruno Yomapo Gomes,1,22,4,4,25,5,8,1,4,2,3
2231,André de Santana Martinez,1,20,4,4,25,5,4,3,4,1,3
2242,Raí Dionísio de Toledo,1,27,2,2,25,2,5,2,4,2,2
2243,Bartolomeu Marques de Albuquerque,1,22,2,2,25,7,7,3,4,2,4
2248,Dante Mone,1,20,5,2,25,8,6,1,4,1,4
2249,Eliomar de Barbosa Emneies,2,40,4,2,25,8,1,3,4,3,4
2251,Marli Mapa,2,23,2,2,25,3,9,5,4,2,2
2257,Breno Fiosazpinão,1,52,2,2,25,8,4,1,4,5,4
2272,Samuel Weber,1,34,4,3,25,3,1,2,4,3,2
2275,Bento João dos Santos de Teixeira,1,27,2,3,25,5,7,5,4,2,3
2276,Patrick Fortes,1,29,4,2,25,4,4,1,4,2,3
2287,Jorge da Paixão,1,29,2,2,25,5,3,3,4,2,3
2301,Luan Giuseppe de Cardozo,1,44,4,2,25,4,5,2,4,4,3
2305,Cirilo Aloísio Gicryo dos Santos,1,26,2,2,25,6,2,6,4,2,3
2343,Mônica Agureke Mamitoze,2,34,2,3,25,8,3,2,4,3,4
2365,Quésia Arramscaem de Souza,2,28,2,2,25,3,9,5,4,2,2
2380,Luciana Okla,2,38,2,2,25,0,6,2,4,3,1
2382,Domingos da Silva Júnior,1,42,2,4,25,7,4,5,4,4,4
2392,Albina de Pereira,2,38,5,1,25,9,9,1,4,3,4
2393,Tomáz Jairo de Moreira Todaho Klein Júnior,1,37,4,4,25,1,2,2,4,3,2
2404,Joaquim de Vargas,1,22,4,2,25,8,2,2,4,2,4
2417,João de Brito,1,28,4,2,25,0,3,2,4,2,1
2429,Moacyr da Serra,1,24,4,3,25,8,4,6,4,2,4
2430,Juliano da Lira Castelo,1,37,4,2,25,5,6,1,4,3,3
2446,Francisco Gilson Enneol de Vargas,1,25,4,2,25,2,7,1,4,2,2
2448,Kauê Arna Moreno,1,31,2,2,25,7,7,2,4,3,4
2451,Willian Walter Couto Branco Weber,1,36,2,5,25,2,2,1,4,3,2
2460,Aldo do Rio,1,37,2,2,25,9,7,1,4,3,4
2478,Murilo João Rosatto de Medeiros Júnior,1,23,4,2,25,3,4,3,4,2,2
2480,Severino Manoel Rossi,1,23,4,2,25,8,6,6,4,2,4
2545,Sérgio Albino de Souza,1,21,5,2,25,3,1,1,4,2,2
2552,Xavier Plínio da Silva dos Santos de Ramos Júnior,1,29,4,3,25,12,2,6,4,2,5
2557,Marciano da Silva,1,52,2,2,25,5,1,3,4,5,3
2563,Álvaro Bartolomeu Dias,1,32,2,3,25,6,8,1,4,3,3
2574,Jesus Valter de Macedo Fungydi,1,23,2,2,25,9,7,3,4,2,4
2576,Batista Dante Fugazanu,1,20,4,2,25,7,2,2,4,1,4
2584,Juan Eliel Ketom,1,30,4,3,25,11,4,2,4,2,5
2587,Tatiana Marlene Branco d'Ávila,2,41,5,2,25,3,3,2,4,4,2
2596,Hélio Breno de Pereira Moreno Milani,1,50,2,2,25,4,4,2,4,4,3
2600,Baltazar Rodrigo Rosatto de Bueno Rolni,1,28,2,1,25,5,8,3,4,2,3
2606,Adônis Nicolas Borba Branco Júnior,1,26,5,3,25,8,9,5,4,2,4
2624,Áureo Leonardo de Lemos,1,26,4,2,25,5,5,3,4,2,3
2630,Jackson Piroro,1,45,4,2,25,8,9,4,4,4,4
2634,Estevão Wally de Braga,1,29,5,2,25,7,3,3,4,2,4
2655,Baltazar Mercado,1,38,4,2,25,1,2,2,4,3,2
2659,Margarida Eva Penedo Lisiã Terceiro,2,38,4,4,25,3,2,1,4,3,2
2673,Juliana Helena Uparnma Rosa,2,19,4,2,25,4,3,1,4,1,3
2679,Filipe Martinez dos Santos,1,28,2,5,25,6,1,5,4,2,3
2682,Gislaine das Neves,2,26,2,4,25,6,8,5,4,2,3
2689,Heron dos Santos de Sá,1,32,4,3,25,5,4,2,4,3,3
2696,Kevin Luís Gomes,1,42,2,2,25,2,5,1,4,4,2
2702,Marciano de Drummond Pimenta Naves,1,20,4,2,25,8,7,3,4,1,4
2740,Edson Gryschu,1,48,4,2,25,5,4,2,4,4,3
2742,Fábio do Amazonas de Martins,1,36,4,2,25,13,5,1,4,3,5
2789,Francielle Vanda Rosa Aesca,2,21,2,2,25,14,4,6,4,2,5
2824,Edivaldo Itaz,1,37,5,3,25,7,1,1,4,3,4
2826,Jânio Aoson,1,20,4,2,25,3,1,1,4,1,2
2851,Márcia de Osório,2,37,2,4,25,8,4,3,4,3,4
2867,Karina Margarete da Silva,2,30,4,2,25,2,2,6,4,2,2
2877,Frederico de Gimenes,1,22,4,2,25,6,3,2,4,2,3
2895,Ricardo de Iglesias,1,38,4,2,25,3,2,2,4,3,2
2899,Martinho de Lisboa Triu,1,22,4,3,25,8,5,3,4,2,4
2902,Elizabete Melanie de Madureira da Silva,2,42,2,2,25,9,9,3,4,4,4
2904,Batista Moreno Famean Júnior,1,21,4,2,25,4,2,1,4,2,3
2915,Eunice dos Santos de Teixeira,2,22,4,5,25,1,2,1,4,2,2
2923,Rogério Fernando Ozomman,1,34,4,2,25,8,7,1,4,3,4
2925,Alan Nilton da Silva Júnior,1,29,4,2,25,8,7,1,4,2,4
2945,Lívia Varnleaz Jardim,2,45,2,2,25,8,8,1,4,4,4
2952,Bento Mike de Menezes Neto,1,26,4,5,25,3,6,2,4,2,2
2959,Soraya Nayara de Vasconcelos Ornci,2,31,4,1,25,7,8,5,4,3,4
2978,Priscila Plerrirn,2,42,2,5,25,9,4,1,4,4,4
2982,Jonathas Nejeu da Silva Júnior,1,30,5,3,25,1,9,2,4,2,2
2997,Wagner Décio da Silva,1,31,5,3,25,12,7,3,4,3,5
3001,Eleriane Isabela de Silveira Yzvy Pimenta,2,33,4,4,25,9,1,2,4,3,4
3003,Edu Inirn Klein,1,27,2,2,25,5,8,3,4,2,3
3009,Itamar Áureo da Costa,1,19,4,3,25,4,9,6,4,1,3
3027,Meire de Viana,2,30,2,2,25,8,1,1,4,2,4
3036,Caio Moacyr de Ortiz,1,38,2,2,25,9,9,1,4,3,4
3039,Cibele Gisele Licle,2,30,2,3,25,3,9,6,4,2,2
3047,Omar Everton Traes Vasaelsez,1,27,4,2,25,7,8,1,4,2,4
3056,Reginaldo Trevisan Abrison do Piauí,1,38,2,2,25,6,1,6,4,3,3
3062,Otto Jesus Estrada da Silva,1,18,2,2,25,7,2,2,4,1,4
3064,Leonara de Pimentel Otamer,2,20,2,2,25,6,4,1,4,1,3
3100,Álvaro de Muniz Gezguaeson Bongra,1,28,4,2,25,8,3,2,4,2,4
3118,Gislaine da Silva,2,39,4,2,25,7,7,6,4,3,4
3129,Mara Kiara de Pereira,2,21,2,3,25,7,8,2,4,2,4
3134,Damião Amarildo Shuirnbrigi,1,38,4,2,25,5,5,1,4,3,3
3143,Dário Gilson de Araújo Mendes,1,48,2,2,25,9,7,6,4,4,4
3146,Gilmar Luís Vuylvic da Silva Júnior,1,42,2,2,25,10,4,2,4,4,5
3149,Félix Emoguan,1,23,5,2,25,7,8,1,4,2,4
3156,Estevão Nicolau de Garcia,1,30,4,4,25,5,7,1,4,2,3
3161,Adônis Cirilo de Macedo Estrada,1,22,2,2,25,4,2,2,4,2,3
3179,Samuel Humberto de Sá do Amaral,1,30,2,2,25,2,9,2,4,2,2
3206,Iago Lucas Leaov Chamefelpo,1,40,4,5,25,11,5,3,4,3,5
3226,Augusto Uzfrivic,1,32,4,2,25,4,5,3,4,3,3
3242,Davi Branco,1,51,4,2,25,5,6,2,4,5,3
3256,Reginaldo Gabriel Izoan de Moura da Silva,1,20,4,3,25,2,9,1,4,1,2
3258,Celeste Úrsula Dias,2,18,2,5,25,9,5,2,4,1,4
3261,Ciro de Pimentel Duque,1,30,4,3,25,3,5,1,4,2,2
3269,Benedito Rivaldo Achi,1,35,4,2,25,12,1,3,4,3,5
3287,Albino Rodrigo de Paula Gubamugo Ynuson,1,36,2,2,25,4,6,1,4,3,3
3310,Amélia Aparecida da Silva Yoduman de Abreu,2,19,4,4,25,3,5,3,4,1,2
3313,Marciane Lina Asirn,2,33,2,2,25,8,4,1,4,3,4
3319,Damião Saulo dos Santos Naves,1,53,4,2,25,3,1,3,4,5,2
3323,Eliane de Cerqueira,2,49,2,3,25,5,9,3,4,4,3
3328,Patrícia Uaer,2,28,2,1,25,4,3,1,4,2,3
3340,Yasmin Laís de Barbosa do Amaral,2,30,2,5,25,6,6,2,4,2,3
3345,Victor Thiago da Silva,1,21,2,2,25,5,1,1,4,2,3
3350,Joelma Kiirashi de Martins,2,61,4,3,25,6,6,1,4,5,3
3369,Bartolomeu d'Ávila,1,26,2,2,25,5,1,3,4,2,3
3381,Oliver Asole de Miranda Cezpaman Júnior,1,45,3,2,25,6,5,2,4,4,3
3397,Walter de Souza,1,37,2,5,25,12,5,1,4,3,5
3398,Heitor Romildo do Espírito Santo Júnior,1,33,4,2,25,7,8,2,4,3,4
3412,Alessandre Rogério Portugal de Bragança,1,23,5,5,25,6,4,6,4,2,3
3416,Martinho de Peixoto Sodregri,1,41,4,2,25,2,2,3,4,4,2
3439,Ismael Teles,1,20,2,2,25,10,4,6,4,1,5
3442,Bruno Ronaldo de Camargo Bezara,1,33,5,2,25,2,8,2,4,3,2
3461,Altair de Sales,1,26,2,2,25,6,2,1,4,2,3
3468,Barnabé da Silva Júnior,1,44,2,2,25,8,1,1,4,4,4
3480,Miguel de Vasconcelos Freire,1,28,2,4,25,9,1,1,4,2,4
3497,Reginaldo Wahagu,1,18,2,2,25,3,1,3,4,1,2
3515,Aloísio Iuer de Toledo Júnior,1,22,4,3,25,9,5,3,4,2,4
3530,Jair Vehoão de Fonseca,1,20,5,2,25,2,4,5,4,1,2
3532,Ivone Leonara Biproman,2,42,2,2,25,1,1,6,4,4,2
3535,Guilherme de Muniz,1,22,4,2,25,8,3,1,4,2,4
3538,Jair Alex de Padilha da Silva,1,30,4,2,25,0,3,2,4,2,1
3557,Inácio da Luz,1,36,4,2,25,8,7,1,4,3,4
3559,Jaziel Benedito de Novais,1,30,4,1,25,4,6,1,4,2,3
3561,Josiel de Meireles,1,29,2,2,25,10,7,2,4,2,5
3563,Lidiane de Souza,2,39,4,2,25,7,5,3,4,3,4
3564,Thaíssa Nádia Oahe,2,24,4,2,25,6,7,2,4,2,3
3594,Aloísio Evyman,1,45,2,2,25,6,2,3,4,4,3
3650,Ezequiel Beto Vicornuz Goosu,1,28,4,4,25,10,1,1,4,2,5
3658,Luiz de Andrade,1,31,4,2,25,4,8,2,4,3,3
3661,Kim André de Espanha do Paraná Terceiro,1,44,3,2,25,7,5,4,4,4,4
3666,Sandra Mara dos Santos Puosco,2,37,4,2,25,2,1,3,4,3,2
3677,Celeste Núbia Valverde do Maranhão,2,20,2,2,25,7,6,5,4,1,4
3679,Edinaldo Plínio da Silva de Salgado Edroemão,1,38,2,5,25,6,2,2,4,3,3
3689,Cirilo de Oliveira da Encarnação,1,32,5,2,25,8,6,1,4,3,4
3691,Milton Branco,1,30,2,2,25,11,5,5,4,2,5
3704,Walter de Munhoz Akien,1,38,4,5,25,1,8,2,4,3,2
3714,Pablo Barnabé Hazu Júnior,1,34,4,2,25,9,9,2,4,3,4
3736,Ederson de Barboza da Costa,1,40,2,3,25,4,9,2,4,3,3
3745,Mike Eustáquio Chira de Pereira,1,32,2,5,25,4,5,1,4,3,3
3746,Jairo Uckaman,1,31,5,4,25,3,5,3,4,3,2
3755,Ezequiel Oizomoson Defuma,1,38,4,4,25,1,5,1,4,3,2
3773,Pablo Saulo Imbra de Diniz Tristão,1,55,2,2,25,10,6,2,4,5,5
3792,Valter Gilberto Zoto Oplipriã,1,33,4,2,25,1,5,1,4,3,2
3798,Roger Marinho Manpo,1,20,4,1,25,7,8,1,4,1,4
3804,Cristiane Bárbara Bogipe de Martins Buarque,2,29,4,2,25,5,3,2,4,2,3
3807,Olímpia Laura Souto Onen,2,31,4,2,25,10,5,3,4,3,5
3815,Osvaldo Jonas da Silva,1,29,4,4,25,6,8,1,4,2,3
3822,Davi Pablo da Silva de Cerqueira,1,48,5,3,25,7,9,2,4,4,4
3839,Elano Bento Laiserovic de Arruda Júnior,1,37,4,5,25,9,6,2,4,3,4
3849,Inácio Edu Uibrom Binsse,1,22,2,4,25,8,5,1,4,2,4
3853,Luan Álvaro Lydi Mourão,1,39,4,2,25,10,9,2,4,3,5
3858,Estevão Moacyr de Machado,1,25,2,5,25,5,5,3,4,2,3
3869,Larissa Sandra de Oliveira Gomes Pubeebo,2,34,2,1,25,6,9,2,4,3,3
3870,Lúcio da Silva,1,42,4,3,25,6,1,1,4,4,3
3873,Cauê Flávio Iuman,1,24,2,2,25,9,8,2,4,2,4
3891,Wally Jairo da Silva,1,31,2,2,25,6,6,2,4,3,3
3908,Willian José de Vieira Júnior,1,25,4,4,25,5,8,2,4,2,3
3912,Roberto Vinícius de Uchôa da Silva,1,25,2,2,25,0,8,6,4,2,1
3934,Igor Laércio da Silva de Pereira Chuaman,1,18,2,4,25,7,3,6,4,1,4
3953,Juliano Leandro dos Reis,1,46,4,2,25,3,6,2,4,4,2
3963,Álvaro Jairo de Barbosa,1,24,4,2,25,10,6,2,4,2,5
3964,Cléber de Martins Sanches,1,23,2,2,25,6,1,2,4,2,3
3988,Ramon Appe,1,30,4,4,25,10,6,3,4,2,5
3992,Luciano Xomurn,1,35,2,2,25,9,8,1,4,3,4
4018,Rodrigo Griswociman Rangel Júnior,1,30,2,6,25,4,2,6,4,2,3
4021,Isaías de Drummond,1,25,4,2,25,5,8,3,4,2,3
4035,Cleberson de Oliveira,1,25,2,4,25,3,5,1,4,2,2
4038,Josiane Nusy Frias,2,21,4,3,25,2,8,3,4,2,2
4047,Adriano Armando Anphas de França Nosniby,1,28,2,2,25,6,4,1,4,2,3
4050,Luciano Broi Shipuhezu,1,34,2,2,25,10,7,3,4,3,5
4055,Xavier Xerxes de Moura,1,22,4,1,25,2,9,3,4,2,2
4065,Danilo Werner,1,20,2,2,25,12,6,1,4,1,5
4092,David Apiololvic,1,22,5,2,25,5,1,1,4,2,3
4097,Wilson Simão da Silva,1,34,5,2,25,5,1,2,4,3,3
4104,Valter Roberto de Bueno,1,19,2,2,25,4,4,5,4,1,3
4107,Fagner Celso de Sobral Vaz Júnior,1,32,4,2,25,8,7,1,4,3,4
4122,Manuel Ehoko Jihe,1,33,4,4,25,0,2,6,4,3,1
4123,Sandro de Queiroz do Vale Fortes,1,37,2,5,25,9,9,1,4,3,4
4138,Maria Yrnssa,2,42,2,5,25,4,5,2,4,4,3
4147,Cícero Enumorn de Gonçalves,1,39,2,1,25,11,4,3,4,3,5
4159,Jonathas Josiel Nirndoz de Guimarães,1,27,2,2,25,5,7,1,4,2,3
4160,Janaína Karina de Maia,2,18,2,2,25,7,7,2,4,1,4
4176,Joyce Tainá Riho,2,32,2,2,25,8,8,6,4,3,4
4194,Ísis Neto de Tavares,2,24,2,2,25,5,3,1,4,2,3
4199,Frederico Michel de Ferraz Gomes,1,31,2,2,25,4,6,3,4,3,3
4202,Kelly Aorn,2,22,2,1,25,6,3,1,4,2,3
4208,Nathan de Machado,1,31,2,3,25,8,6,2,4,3,4
4215,Luara de Pereira,2,21,5,3,25,2,5,5,4,2,2
4220,Juan Ivan Marinho,1,43,4,5,25,8,1,5,4,4,4
4239,Davi Marciano Pimenta Júnior,1,31,2,5,25,7,8,1,4,3,4
4259,Marcos Tabomuwo de Sales,1,29,2,2,25,5,6,6,4,2,3
4264,Ricardo Charles de Junqueira,1,23,2,2,25,5,8,2,4,2,3
4291,Márcio de Leite Salssa,1,26,5,2,25,5,4,6,4,2,3
4308,Anderson Lorno Uwogi,1,42,4,2,25,5,1,1,4,4,3
4314,Marcos Orlando Losphez Bahia,1,33,5,2,25,3,7,6,4,3,2
4324,Victor Bruno de Menezes Bucemem Branco,1,20,2,3,25,3,4,1,4,1,2
4325,Denise Sílvia Iskason de Souza Zenikuya,2,38,4,3,25,2,6,2,4,3,2
4340,Milton Naves Pinhão,1,37,4,5,25,1,7,6,4,3,2
4375,Frederico Augusto Góis,1,21,4,4,25,3,9,6,4,2,2
4382,Mirian Vanda da Silva,2,30,4,3,25,2,8,3,4,2,2
4396,Isac Yuri Jangada de Meireles Dohesudo,1,22,5,2,25,3,2,2,4,2,2
4418,Félix Gomes de Sales,1,32,5,2,25,1,5,3,4,3,2
4431,Emanoel Ali Fragoso,1,35,4,2,25,10,8,1,4,3,5
4438,Leopoldo de Paula Iyem,1,30,4,2,25,4,5,6,4,2,3
4442,Gabriel Lolarnov Uier,1,35,4,2,25,6,8,2,4,3,3
4444,Micael Jason de Mendonça Júnior,1,20,5,3,25,6,7,2,4,1,3
4461,Cauê Laércio dos Santos de Iglesias,1,53,2,2,25,1,4,1,4,5,2
4480,Olavo Dabe de Souza Neto,1,31,4,4,25,8,4,1,4,3,4
4486,Lucas Nathan da Serra,1,52,4,2,25,1,1,1,4,5,2
4491,Cleuza Solange de Guimarães Penedo Puhazahe,2,33,2,3,25,2,5,1,4,3,2
4510,Hilton Glypesson,1,37,5,2,25,6,2,1,4,3,3
4511,Leonardo Rodrigues de Souza,1,18,5,2,25,5,6,2,4,1,3
4515,Liane Shivuã,2,19,4,2,25,13,8,5,4,1,5
4528,Lidiane Velma Marinho de Pereira da Paz,2,34,2,4,25,8,2,3,4,3,4
4537,Suzanne Paula Egru de Castro,2,33,4,2,25,4,4,3,4,3,3
4540,Leopoldo Alfredo Epi Arnbri,1,19,2,2,25,2,2,1,4,1,2
4547,Tânia Beatriz Mizu Igreja,2,25,4,2,25,4,1,1,4,2,3
4566,Raíssa Francielle Ugera,2,22,2,5,25,5,2,2,4,2,3
4568,Tatiana Manuela Geagomo,2,24,4,2,25,6,7,1,4,2,3
4600,Sara de Fernandes,2,18,4,1,25,8,6,2,4,1,4
4601,Eliomar Francielle Seixas,2,41,4,3,25,5,1,1,4,4,3
4604,Guilherme Olavo dos Pinhais da Paraíba de Andrade Júnior,1,37,4,2,25,7,2,3,4,3,4
4606,Bento de Madureira,1,39,2,5,25,7,3,1,4,3,4
4620,Romildo de Souza dos Santos,1,47,4,2,25,6,7,2,4,4,3
4621,Jonas Quirino Ipulu de São Pedro,1,19,2,2,25,2,7,6,4,1,2
4629,Suzy Evelyn Preto,2,41,4,2,25,7,3,3,4,4,4
4634,Cibele da Silva Pornas de Diniz,2,31,2,3,25,7,8,3,4,3,4
4635,Nivaldo Azchos,1,21,4,2,25,4,2,3,4,2,3
4639,Thaíssa Margarida de Cerqueira,2,23,4,2,25,4,7,2,4,2,3
4659,Álvaro Hilton de Oliveira,1,40,2,2,25,9,5,5,4,3,4
4660,Isaías Klein Valverde,1,22,5,2,25,1,7,5,4,2,2
4662,Baltazar Maciel,1,37,4,2,25,5,1,1,4,3,3
4671,Thiago Furniman Júnior,1,35,4,2,25,3,2,2,4,3,2
4673,Otávio Táles Gutierrez de Fraga,1,30,2,2,25,5,8,6,4,2,3
4677,Beto de Lacerda Eshu,1,20,2,2,25,4,9,6,4,1,3
4684,João Paim,1,30,4,2,25,3,3,3,4,2,2
4729,Jonas Diogo Teza,1,21,5,4,25,5,9,2,4,2,3
4736,Jaziel de Oliva,1,34,4,3,25,6,4,6,4,3,3
4741,Jair César Guerra,1,26,5,5,25,11,5,3,4,2,5
4742,Eugênio Fabrício Ceisha Igreja,1,39,2,2,25,10,9,2,4,3,5
4747,Laércio do Maranhão da Silva Resuya,1,18,3,2,25,6,5,3,4,1,3
4749,Amélia Jussara Maciel de Barbosa Ylkuer,2,21,5,5,25,5,9,2,4,2,3
4753,Ciro Benedito de Melo Acreklurni,1,28,2,2,25,4,2,6,4,2,3
4754,Ronaldo Ângelo Werner,1,40,4,2,25,0,9,3,4,3,1
4764,Bruno da Silva,1,49,4,2,25,1,6,1,4,4,2
4772,Bárbara do Piauí de Lemes,2,24,2,2,25,10,9,3,4,2,5
4786,Érica Payo de Osório,2,24,2,2,25,6,3,1,4,2,3
